,date,name,region_id,value
565,2020-04-06,one_day,uk-manchester,11
566,2020-04-06,one_day,us-boston,6
567,2020-04-06,one_day,us-chicago,7
568,2020-04-06,one_day,us-dc,5
569,2020-04-06,one_day,us-la,10
570,2020-04-06,one_day,us-nyc,7
571,2020-04-06,one_day,us-philadelphia,14
572,2020-04-06,one_day,us-seattle,9
573,2020-04-06,one_day,us-sf,6
574,2020-04-05,one_day,at-vienna,3
575,2020-04-05,one_day,au-melbourne,14
576,2020-04-05,one_day,au-sydney,17
577,2020-04-05,one_day,be-brussels,8
578,2020-04-05,one_day,br-saopaulo,13
579,2020-04-05,one_day,ca-montreal,9
580,2020-04-05,one_day,ca-toronto,17
581,2020-04-05,one_day,ca-vancouver,15
582,2020-04-05,one_day,de-berlin,11
583,2020-04-05,one_day,de-hamburg,14
584,2020-04-05,one_day,de-rhineruhr,15
585,2020-04-05,one_day,dk-copenhagen,7
586,2020-04-05,one_day,es-barcelona,2
587,2020-04-05,one_day,es-madrid,3
588,2020-04-05,one_day,fr-lyon,3
589,2020-04-05,one_day,fr-paris,5
590,2020-04-05,one_day,hk-hongkong,26
591,2020-04-05,one_day,it-milan,3
592,2020-04-05,one_day,it-rome,3
593,2020-04-05,one_day,jp-tokyo,9
594,2020-04-05,one_day,kr-seoul,34
595,2020-04-05,one_day,mc-monaco,3
596,2020-04-05,one_day,mx-df,11
597,2020-04-05,one_day,nl-randstad,5
598,2020-04-05,one_day,pt-lisbon,8
599,2020-04-05,one_day,ru-moscow,13
600,2020-04-05,one_day,ru-stpetersburg,22
601,2020-04-05,one_day,se-stockholm,24
602,2020-04-05,one_day,sg-singapore,52
603,2020-04-05,one_day,tr-istanbul,5
604,2020-04-05,one_day,uk-birmingham,12
605,2020-04-05,one_day,uk-london,9
606,2020-04-05,one_day,uk-manchester,9
607,2020-04-05,one_day,us-boston,7
608,2020-04-05,one_day,us-chicago,7
609,2020-04-05,one_day,us-dc,6
610,2020-04-05,one_day,us-la,10
611,2020-04-05,one_day,us-nyc,5
612,2020-04-05,one_day,us-philadelphia,10
613,2020-04-05,one_day,us-seattle,10
614,2020-04-05,one_day,us-sf,6
615,2020-04-04,one_day,at-vienna,4
616,2020-04-04,one_day,au-melbourne,12
617,2020-04-04,one_day,au-sydney,14
618,2020-04-04,one_day,be-brussels,6
619,2020-04-04,one_day,br-saopaulo,13
620,2020-04-04,one_day,ca-montreal,12
621,2020-04-04,one_day,ca-toronto,17
622,2020-04-04,one_day,ca-vancouver,14
623,2020-04-04,one_day,de-berlin,10
624,2020-04-04,one_day,de-hamburg,10
625,2020-04-04,one_day,de-rhineruhr,12
626,2020-04-04,one_day,dk-copenhagen,9
627,2020-04-04,one_day,es-barcelona,2
628,2020-04-04,one_day,es-madrid,3
629,2020-04-04,one_day,fr-lyon,4
630,2020-04-04,one_day,fr-paris,4
631,2020-04-04,one_day,hk-hongkong,27
632,2020-04-04,one_day,it-milan,3
633,2020-04-04,one_day,it-rome,4
634,2020-04-04,one_day,jp-tokyo,13
